id_unidade,nome,sigla,sigla_academica,id_unidade_responsavel,unidade_responsavel,id_unidade_gestora,unidade_gestora,id_gestora_academica,unidade_gestora_academica,tipo_organizacional,tipo_academica
"215","DEPARTAMENTO DE TURISMO","DTUR","TURIS     ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","NÚCLEO                                            ","Departamento"
"216","DEPARTAMENTO DE MÚSICA","DMU","MUSIC     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"244","DEPARTAMENTO DE RELAÇÕES INTERNACIONAIS","DRI","INTER     ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"245","DEPARTAMENTO DE CIÊNCIA DA INFORMAÇÃO","DCI","CINFO     ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"431","DEPARTAMENTO DE ARTES VISUAIS E DESIGN","DAVD","DESIG     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"607","DEPARTAMENTO DE ENGENHARIA AMBIENTAL","DEAM","ENAMB     ","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","80","CENTRO DE CIÊNCIAS EXATAS E TECNOLOGIA","NÚCLEO                                            ","Departamento"
"707","DEPARTAMENTO DE ECOLOGIA","DECO","ECO       ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"720","DEPARTAMENTO DE LETRAS VERNÁCULAS","DLEV","LETRV     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"820","DEPARTAMENTO DE FARMÁCIA","DFA","DFA       ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"912","DEPARTAMENTO DE LETRAS LIBRAS","DELI","LETRL     ","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","102","CENTRO DE EDUCAÇÃO E CIÊNCIAS HUMANAS","DEPARTAMENTO                                      ","Departamento"
"616","DEPARTAMENTO DE EDUCAÇÃO EM SAÚDE","DESL","EDSAU     ","247","CAMPUS DE LAGARTO","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","247","CAMPUS DE LAGARTO","DEPARTAMENTO                                      ","Departamento"
"220","DEPARTAMENTO DE DANÇA/CAMPUSLAR","DDA","DANCA     ","120","CAMPUS DE LARANJEIRAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","120","CAMPUS DE LARANJEIRAS","DEPARTAMENTO                                      ","Departamento"
"723","DEPARTAMENTO DE ENGENHARIA AGRÍCOLA","DEAGRI","AGRIC     ","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"208","DEPARTAMENTO DE NUTRIÇÃO","DNUT","NUTR      ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"212","DEPARTAMENTO DE FONOAUDIOLOGIA","DFO","FONO      ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"93","DEPARTAMENTO DE MEDICINA","DME","MEDI      ","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","87","CENTRO DE CIÊNCIAS BIOLÓGICAS E DA SAÚDE","DEPARTAMENTO                                      ","Departamento"
"432","DEPARTAMENTO DE MEDICINA VETERINÁRIA","DMV","VETER     ","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","855","CENTRO DE CIÊNCIAS AGRÁRIAS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"99","DEPARTAMENTO DE ECONOMIA","DEE","ECONO     ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"213","DEPARTAMENTO DE SECRETARIADO EXECUTIVO","DSE","EXEC      ","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","96","CENTRO DE CIENCIAS SOCIAIS APLICADAS","DEPARTAMENTO                                      ","Departamento"
"110","COLÉGIO DE APLICAÇÃO","CODAP","CODAP     ","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","ESCOLA                                            ","Escola"
"238","PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA QUÍMICA","PEQ","PEQ       ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"1230","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS","PROFAGUA","PROFAGUA  ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"965","PROGRAMA DE PÓS-GRADUAÇÃO INTERDISCIPLINAR EM CINEMA","PPGCINE","PPGCINE   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"719","PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA","RENORBIO","RENORBIO  ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"726","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DO MOVIMENTO","PPGCM","PPGCM     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"1242","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM LETRAS ESTRANGEIRAS","PPGLES","PPGLES    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","COORDENAÇÃO                                       ","Programa de Pós Graduação"
"1241","PROGRAMA DE PÓS-GRADUAÇÃO EM RELAÇÕES INTERNACIONAIS","PPGRI","PPGRI     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","COORDENAÇÃO                                       ","Programa de Pós Graduação"
"1233","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM EDUCAÇÃO INCLUSIVA","PROFEI","PROFEI    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","COORDENAÇÃO                                       ","Programa de Pós Graduação"
"1211","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM SAÚDE DA FAMÍLIA","PROFSAUDE","PROFSAUDE ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"895","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM ADMINISTRAÇÃO PÚBLICA","PROFIAP","PROFIAP   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"876","PROGRAMA DE PÓS-GRADUAÇÃO EM AGRICULTURA E BIODIVERSIDADE","PPGAGRI","PPGAGRI   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"970","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM ENSINO DE HISTÓRIA","PROFHISTOR","PROFHIS   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"737","PROGRAMA DE PÓS-GRADUAÇÃO EM RECURSOS HÍDRICOS","PRORH","PRORH     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"725","PROGRAMA DE PÓS-GRADUAÇÃO EM ADMINISTRAÇÃO","PROPADM","PROPADM   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"718","PROGRAMA DE PÓS-GRADUAÇÃO EM SERVIÇO SOCIAL","PROSS","PROSS     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"243","PROGRAMA DE PÓS-GRADUAÇÃO EM ANTROPOLOGIA","PPGA","PPGA      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"139","PROGRAMA DE PÓS-GRADUAÇÃO EM SOCIOLOGIA","PPGS","PPGS      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"709","PROGRAMA DE PÓS-GRADUAÇÃO EM ARQUEOLOGIA","PROARQ","PROARQ    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"964","PROGRAMA DE PÓS-GRADUAÇÃO EM BIOTECNOLOGIA","PROBIO","PROBIO    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"715","PROGRAMA DE PÓS-GRADUAÇÃO EM BIOLOGIA PARASITÁRIA","PROBP","PROBP     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"859","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM ENSINO DE FÍSICA","PPGPF","PPGPF     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"710","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA DA COMPUTAÇÃO","PROCC","PROCC     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"1051","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA DA INFORMAÇÃO","PPGCI","PPGCI     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"1168","PROGRAMA DE PÓS-GRADUAÇÃO INTEGRADO EM ZOOTECNIA","PPIZ","PPIZ      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"822","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA DA PROPRIEDADE INTELECTUAL","PPGPI","PPGPI     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"242","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E ENGENHARIA DE MATERIAIS","P2CEM","P2CEM     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"222","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA E TECNOLOGIA DE ALIMENTOS","PROCTA","PROCTA    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"133","PROGRAMA DE PÓS-GRADUAÇÃO EM QUÍMICA","PPGQ","PPGQ      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"868","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS APLICADAS À SAÚDE","PPGCAS","PPGCAS    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"966","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA NUTRIÇÃO","PPGCNUT","PPGCNUT   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"857","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA RELIGIÃO","PPGCR","PPGCR     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"223","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS","PPGCF","PPGCF     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"858","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM LETRAS","PROLETRASI","PROLETRASI","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"135","PROGRAMA DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE","PRODEMA","PRODEMA   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"239","PROGRAMA DE PÓS-GRADUAÇÃO EM PSICOLOGIA","PPGPSI","PPGPSI    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"728","PROGRAMA DE PÓS-GRADUAÇÃO EM COMUNICAÇÃO","PPGCOM","PPGCOM    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"727","PROGRAMA DE PÓS-GRADUAÇÃO EM ODONTOLOGIA","PRODONTO","PRODONTO  ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"711","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FISIOLÓGICAS","PROCFIS","PROCFIS   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"134","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM ECONOMIA","PROPEC","PROPEC    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"132","PROGRAMA DE PÓS-GRADUAÇÃO EM MATEMÁTICA","PROMAT","PROMAT    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"717","PROGRAMA DE PÓS-GRADUAÇÃO EM DIREITO","PRODIR","PRODIR    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"976","PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA E CIÊNCIAS AMBIENTAIS","PPGECIA","PPGECIA   ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"136","PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO","PPGED","PPGED     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"847","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM LETRAS","PROFLETRAS","PROFLETRAS","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"225","PROGRAMA DE PÓS-GRADUAÇÃO EM ECOLOGIA E CONSERVAÇÃO","PPEC","PPEC      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"130","PROGRAMA DE PÓS-GRADUAÇÃO EM FÍSICA","PPGFI","PPGFI     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"735","PROGRAMA DE PÓS-GRADUAÇÃO EM HISTÓRIA","PROHIS","PROHIS    ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"866","PROGRAMA DE PÓS-GRADUAÇÃO EM ENFERMAGEM","PPGEN","PPGEN     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"953","PROGRAMA DE PÓS-GRADUAÇÃO EM ECONOMIA","PPGE","PPGE      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"960","PROGRAMA DE PÓS-GRADUAÇÃO PROFISSIONAL EM ENSINO DAS CIÊNCIAS AMBIENTAIS","PROF-CIAMB","PROFCIAMB ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"147","NÚCLEO DE PÓS-GRADUAÇÃO E PESQUISA EM ESTUDOS DO SEMI-ÁRIDO","NESA","NESA      ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"865","PROGRAMA DE PÓS-GRADUAÇÃO EM MEDICINA","PPGMED","MEDIC     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
"131","PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS DA SAÚDE","PPGCS","PPGCS     ","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","605","FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE","65","PRÓ-REITORIA DE PÓS-GRADUAÇÃO E PESQUISA","NÚCLEO                                            ","Programa de Pós Graduação"
