componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"LINGUA ESPANHOLA VII","LETR0467","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DEBORA SIMÕES ARAUJO","5T1234","24","50","26","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"SEMINARIO DE LITERATURA HISPANICA","LETR0482","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MELANIE MICHELLE FRANCOISE JEANNE LETOCART","35T56","1","50","6","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA ORAL DE LÍNGUA ESPANHOLA I","LETR0636","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RAQUEL LA CORTE DOS SANTOS","2N12","6","27","28","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA ORAL DE LÍNGUA ESPANHOLA I","LETR0636","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VIVIAN KEROLAINE ANDRADE DE FARIAS","2N12","1","27","25","REGULAR","27/02/2021","CONSOLIDADA","PRESENCIAL"
"TEORIA E PRÁTICA DE LÍNGUA ESPANHOLA I","LETR0633","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ACASSIA DOS ANJOS SANTOS ROSA","23N34 5N12","4","27","27","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"TEORIA E PRÁTICA DE LÍNGUA ESPANHOLA I","LETR0633","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VIVIAN KEROLAINE ANDRADE DE FARIAS","23N34 5N12","3","27","26","REGULAR","27/02/2021","CONSOLIDADA","PRESENCIAL"
"LINGUÍSTICA I","LETR0630","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CLAUDIO MANOEL DE CARVALHO CORREIA","56N34","6","25","25","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"LINGUÍSTICA I","LETR0630","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DEBORA SIMÕES ARAUJO","56N34","6","25","25","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"COLHEITA FLORESTAL","FLORE0052","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ALESSANDRA MARIA FERREIRA REIS","6T1234",,"50","1","REGULAR","21/02/2021","CONSOLIDADA","PRESENCIAL"
"TEORIA E PRÁTICA DE LÍNGUA ESPANHOLA III","LETR0635","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ACASSIA DOS ANJOS SANTOS ROSA","3N12 56N34","35","50","36","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA ORAL DE LÍNGUA ESPANHOLA III","LETR0638","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RAQUEL LA CORTE DOS SANTOS","4N12","20","15","16","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA ORAL DE LÍNGUA ESPANHOLA III","LETR0638","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS AUGUSTO SANTOS VIEIRA","4N12","19","15","16","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"LINGUÍSTICA APLICADA AO ENSINO DE ESPANHOL COMO LÍNGUA ESTRANGEIRA I","LETR0646","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ROANA RODRIGUES","2N1234","35","50","36","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"LINGUÍSTICA III","LETR0700","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CLAUDIO MANOEL DE CARVALHO CORREIA","56N12","35","50","36","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"LINGUÍSTICA APLICADA AO ENSINO DE ESPANHOL COMO LÍNGUA ESTRANGEIRA III","LETR0648","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DORIS CRISTINA VICENTE DA SILVA MATOS","2N1234","24","50","24","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"LITERATURA ESPANHOLA II","LETR0655","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CELIA NAVARRO FLORES","56N12","31","50","31","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"LITERATURA ESPANHOLA IV","LETR0657","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ALESSANDRA CORRÊA DE SOUZA","2N1234","15","50","15","REGULAR","12/02/2021","CONSOLIDADA","PRESENCIAL"
"LITERATURA HISPANO-AMERICANA III","LETR0660","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MELANIE MICHELLE FRANCOISE JEANNE LETOCART","35N12","18","50","18","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTUDOS DA LINGUAGEM HISPÂNICA IV: SOCIOLINGUÍSTICA HISTÓRICA","LETR0642","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS AUGUSTO SANTOS VIEIRA","345N34","20","50","20","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA ESPANHOLA II","LETR0650","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LARA EMANUELLA DA SILVA OLIVEIRA","6N1234","16","50","16","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO DE LÍNGUA ESPANHOLA IV","LETR0652","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JOYCE PALHA COLACA","23N1234","10","50","10","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESTUDOS DA LINGUAGEM HISPÂNICA VI: ANÁLISE DO DISCURSO","LETR0644","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JOYCE PALHA COLACA","4N1234","19","50","19","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"ESPANHOL PARA FINS ESPECIFICOS I","LETR0472","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LARA EMANUELLA DA SILVA OLIVEIRA","24T56","44","25","17","REGULAR","08/02/2021","CONSOLIDADA","PRESENCIAL"
"ESPANHOL PARA FINS ESPECIFICOS I","LETR0472","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VIVIAN KEROLAINE ANDRADE DE FARIAS","24T56","14","25","24","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VERONICA FERREIRA SILVA DOS SANTOS","2N12 4N34","58","40","41","REGULAR","22/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FELIPE MASCARENHAS COUTO","2N34 4N12","42","40","39","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SAMUEL FERNANDES LUCENA VAZ CURADO","35M12","51","50","51","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VERONICA FERREIRA SILVA DOS SANTOS","24M12","46","40","40","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VERONICA FERREIRA SILVA DOS SANTOS","24M56","22","50","45","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"CIÊNCIA DOS MATERIAIS I","EMAT0224","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MICHELLE CARDINALE SOUZA SILVA MACEDO","24M12","30","50","30","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"CIÊNCIA DA NUTRIÇÃO","NUTRL0026.1","TURMA 01","CAMPUS UNIVERSITÁRIO PROF. ANTÔNIO GARCIA FILHO","5 - 07:00h-11:00 Local a Definir<br />5 - 13:00h-17:00 Local a Definir<br />6 - 07:00h-12:00 Local a Definir<br />6 - 13:00h-15:00 Local a Definir","2020","1","22/10/2020","30/10/2020","CAROLINA CUNHA DE OLIVEIRA","5M1234 6M12345  5T1234 6T12","10","12","11","REGULAR","18/01/2021","CONSOLIDADA","PRESENCIAL"
"GEOTECNOLOGIAS","AGRIC0049","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DIEGO CAMPANA LOUREIRO","5M3456","41","50","40","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01A","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MÁRCIA ESTÉLA LOPES DA SILVA, SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES, MARILIA VIEIRA FEBRONIO","3M2345  4T12","5","5","5","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01B","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARILIA VIEIRA FEBRONIO, SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES, MÁRCIA ESTÉLA LOPES DA SILVA","2M1234  4T12","6","6","6","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01C","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARILIA VIEIRA FEBRONIO, MÁRCIA ESTÉLA LOPES DA SILVA, SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES","5M1234  4T12","7","7","7","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01D","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES, MÁRCIA ESTÉLA LOPES DA SILVA, MARILIA VIEIRA FEBRONIO","4M2345  4T12","7","7","7","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01E","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MÁRCIA ESTÉLA LOPES DA SILVA, MARILIA VIEIRA FEBRONIO, SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES","4M2345  4T12","6","6","6","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"SAÚDE DA CRIANÇA I","MEDI0079","TURMA 01F","CAMPUS UNIVERSITÁRIO PROF. JOÃO CARDOSO NASCIMENTO JUNIOR","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARILIA VIEIRA FEBRONIO, SARAH CRISTINA FONTES VIEIRA, DANIELA GOIS MENESES, MÁRCIA ESTÉLA LOPES DA SILVA","4T12 5T1234","7","7","7","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"VETORES E GEOMETRIA ANALÍTICA","MAT0150","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ARYANA JOECY LIMA DA SILVA CAVALCANTE","35M34","28","50","48","REGULAR","20/02/2021","CONSOLIDADA","PRESENCIAL"
"ALGEBRA LINEAR COMPUTACIONAL","MAT0118","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","GASTAO FLORENCIO MIRANDA JUNIOR","35M34","52","51","52","REGULAR","25/02/2021","CONSOLIDADA","PRESENCIAL"
"CÁLCULO B","MAT0152","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIA DE ANDRADE COSTA E SILVA","24M56","176","70","70","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO À QUÍMICA","QUI0245","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RENATO CANHA AMBROSIO","2N12 4N34","44","60","60","REGULAR","24/02/2021","CONSOLIDADA","PRESENCIAL"
"CÁLCULO A","MAT0151","TURMA 11","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VALDENBERG ARAUJO DA SILVA","24M12","27","60","47","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"CÁLCULO A","MAT0151","TURMA 12","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","DISSON SOARES DOS PRAZERES","24M34","55","70","65","REGULAR","06/03/2021","CONSOLIDADA","PRESENCIAL"
"CÁLCULO C","MAT0153","TURMA 10","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FRANKLIN ZILLMER","24M56","42","50","49","REGULAR","13/02/2021","CONSOLIDADA","PRESENCIAL"
"CÁLCULO D","MAT0154","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ROMERO ALVES DE MELO","35M12","60","50","50","REGULAR","05/03/2021","CONSOLIDADA","PRESENCIAL"
"ARQUIVOLOGIA","HIST0118","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","VINICIOS SOUZA DE MENEZES","6N1234","13","55","50","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"DIDÁTICA E METODOLOGIA DO ENSINO DE HISTÓRIA","HIST0015","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JANAINA CARDOSO DE MELLO","5N1234","29","55","29","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ESTÁGIO SUPERVISIONADO I","HIST0018","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARCOS SILVA","3M3456","17","55","16","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ESTÁGIO SUPERVISIONADO II","HIST0023","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CLAUDEFRANKLIN MONTEIRO SANTOS","3N1234","21","55","22","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ANTIGA I","HIST0006","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ALFREDO JULIEN","6N1234","48","55","49","REGULAR","15/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA CONTEMPORANEA I","HIST0102","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FABIO MAZA","6N1234","33","55","33","REGULAR","21/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA CONTEMPORANEA II","HIST0103","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","NATÁLIA ABREU DAMASCENO","4M3456","21","55","21","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA ÁFRICA I","HIST0145","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS FRANCO LIBERATO DE SOUSA","2N1234","62","55","56","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA CULTURA AFRO-BRASILEIRA","HIST0147","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS FRANCO LIBERATO DE SOUSA","4M3456","54","55","54","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA EDUCAÇÃO","HIST0134","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JANAINA CARDOSO DE MELLO","2T12 5T123","62","50","49","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DAS AMÉRICAS I","HIST0114","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LUIS EDUARDO PINA LIMA","5M3456","43","55","43","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DAS AMÉRICAS II","HIST0115","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LUIS EDUARDO PINA LIMA","2N1234","48","55","48","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO BRASIL COLÔNIA","HIST0011","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIA IZABEL LADEIRA SILVA","2M3456","33","55","33","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO BRASIL IMPÉRIO","HIST0013","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","MARIA IZABEL LADEIRA SILVA","4N1234","37","55","38","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL","HIST0144","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS DE OLIVEIRA MALAQUIAS","2N12 4N34","16","55","47","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL","HIST0144","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS DE OLIVEIRA MALAQUIAS","2T34 4T56","6","55","52","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL E DO BRASIL","HIST0141","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDNA MARIA MATOS ANTONIO","23T12","54","60","53","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL E DO BRASIL","HIST0141","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","EDNA MARIA MATOS ANTONIO","24M56","10","50","47","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL E DO BRASIL","HIST0141","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","LOURIVAL SANTANA SANTOS","6N1234","81","50","52","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA E HISTORIOGRAFIA SERGIPANA","HIST0022","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANTONIO FERNANDO DE ARAUJO SA","4N12","38","55","38","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA E PATRIMÔNIO CULTURAL","HIST0001","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","JANAINA CARDOSO DE MELLO","6M3456","34","55","56","REGULAR","19/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MEDIEVAL I","HIST0007","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RAFAEL COSTA PRATA","4M3456","55","55","55","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MEDIEVAL II","HIST0008","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","RAFAEL COSTA PRATA","5M3456","51","55","51","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MODERNA I","HIST0099","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","NATÁLIA ABREU DAMASCENO","5N1234","54","55","54","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MODERNA II","HIST0100","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FABIO MAZA","6M3456","41","55","41","REGULAR","20/02/2021","CONSOLIDADA","PRESENCIAL"
"HISTORIOGRAFIA BRASILEIRA","HIST0019","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","PETRONIO JOSE DOMINGUES","5N1234","38","55","39","REGULAR","24/02/2021","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO À HISTÓRIA","HIST0117","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","FRANCISCO JOSE ALVES DOS SANTOS","5M3456","11","60","60","REGULAR","17/02/2021","CONSOLIDADA","PRESENCIAL"
"METODOLOGIA DA PESQUISA HISTÓRICA","HIST0014","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","PETRONIO JOSE DOMINGUES","3N1234","40","55","41","REGULAR","24/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANTONIO LINDVALDO SOUSA","2N1234","3","10","3","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS DE OLIVEIRA MALAQUIAS","7M1234","9","10","9","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CARLOS FRANCO LIBERATO DE SOUSA","7M1234","2","10","2","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CELIA COSTA CARDOSO","7M1234","2","10","2","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","CLAUDEFRANKLIN MONTEIRO SANTOS","6T1234","6","10","6","REGULAR","18/02/2021","CONSOLIDADA","PRESENCIAL"
"PRÁTICA DE PESQUISA","HIST0020","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2020","1","19/10/2020","12/02/2021","ANTONIO FERNANDO DE ARAUJO SA","4M3456","1","10","1","REGULAR","16/02/2021","CONSOLIDADA","PRESENCIAL"
