componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"FÍSICO-QUÍMICA I","QUI0189","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 3 - 116<br/>5 - 15:00h-16:50h SALA DE AULA - DID 6 - 110","2019","1","29/04/2019","09/09/2019","RICARDO OLIVEIRA FREIRE","35T34","25","60","25","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE QUÍMICA","QUI0141","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 4 - 003<br/>5 - 18:50h-20:30h SALA DE AULA - DID 4 - 003","2019","1","29/04/2019","09/09/2019","ADRIANO BOF DE OLIVEIRA","35N12","37","70","74","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE QUÍMICA","QUI0141","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 5 - 103<br/>5 - 13:00h-14:50h SALA DE AULA - DID 5 - 101","2019","1","29/04/2019","09/09/2019","ELAINE CRISTINA NOGUEIRA LOPES DE LIMA","35T12","33","70","68","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE QUÍMICA ORGÂNICA","QUI0158","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 20:40h-22:20h SALA DE AULA - DID 4 - 001","2019","1","29/04/2019","09/09/2019","MARCO AURELIO MOSTARDEIRO","5N34","44","70","70","REGULAR","17/09/2019","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE QUÍMICA ORGÂNICA","QUI0158","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 13:00h-14:50h SALA DE AULA - DID 4 - 002","2019","1","29/04/2019","09/09/2019","PAULO CESAR DE LIMA NOGUEIRA","6T12","38","70","70","REGULAR","16/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE FÍSICO -QUÍMICA I","QUI0191","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","GLAUBER SILVA GODOI","4N1234","5","20","6","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE FÍSICO -QUÍMICA I","QUI0191","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 15:00h-18:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","KLEBER BERGAMASKI","4T3456","11","20","12","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE FÍSICO -QUÍMICA I","QUI0191","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","NIVAN BEZERRA DA COSTA JUNIOR","4N1234","20","20","16","REGULAR","17/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE FÍSICO-QUÍMICA II","QUI0192","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h DQI - LAB FISICO-QUIMICA - 008<br/>4 - 17:00h-18:50h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","IARA DE FATIMA GIMENEZ","24T56","12","25","17","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","CINTIA DOS SANTOS OLIVEIRA","2N1234","3","20","20","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","ELIANA MIDORI SUSSUCHI","2N1234","7","20","19","REGULAR","19/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","JOSÉ DIÔGO DE LISBOA DUTRA","2N1234","9","20","20","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 15:00h-18:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","FLAVIANA CARDOSO DAMASCENO","5T3456","6","20","20","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-18:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","FLAVIANA CARDOSO DAMASCENO","3T3456","2","20","20","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"LABORATÓRIO DE QUÍMICA","QUI0142","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-18:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","IRAMAIA CORREA BELLIN","3T3456","12","20","20","REGULAR","24/09/2019","CONSOLIDADA","PRESENCIAL"
"METODOS ELETROANALITICOS","QUI0175","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 15:00h-18:50h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","MARIA DE LARA PALMEIRA DE MACEDO ARGUELHO","5T3456","17","20","16","REGULAR","20/09/2019","CONSOLIDADA","PRESENCIAL"
"MÉTODOS ESPECTROQUÍMICOS","QUI0176","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-18:50h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","CARLOS ALEXANDRE BORGES GARCIA","3T3456","19","20","19","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"MÉTODOS INSTRUMENTAIS DE ANÁLISE","QUI0178","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-20:30h SALA DE AULA - DID 5 - 014<br/>5 - 20:40h-22:20h SALA DE AULA - DID 4 - 109<br/>6 - 18:50h-20:30h SALA DE AULA - DID 4 - 111","2019","1","29/04/2019","09/09/2019","SANDRO NAVICKIENE","46N12 5N34","9","20","9","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"PESQUISA EM ENSINO DE QUÍMICA I","QUI0211","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 1 - 013","2019","1","29/04/2019","09/09/2019","ALEXANDRA EPOGLOU","2N1234","42","30","31","REGULAR","17/09/2019","CONSOLIDADA","PRESENCIAL"
"PESQUISA EM ENSINO DE QUIMICA II","QUI0212","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h SALA DE AULA - DID 3 - 107","2019","1","29/04/2019","09/09/2019","ALEXANDRA EPOGLOU","4N1234","7","30","8","REGULAR","09/10/2019","CONSOLIDADA","PRESENCIAL"
"PROJETO DE PESQUISA","QUI0143","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-14:50h SALA DE AULA - DID 4 - 111","2019","1","29/04/2019","09/09/2019","HAROLDO SILVEIRA DOREA","4T12","18","60","17","REGULAR","09/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA AMBIENTAL","QUI0179","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 5 - 012<br/>5 - 18:50h-20:30h SALA DE AULA - DID 3 - 114","2019","1","29/04/2019","09/09/2019","ELISANGELA DE ANDRADE PASSOS","35N12","16","60","15","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA AMBIENTAL","QUI0179","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h SALA DE AULA - DID 5 - 013<br/>5 - 17:00h-18:50h SALA DE AULA - DID 1 - 013","2019","1","29/04/2019","09/09/2019","LUCIANE PIMENTA CRUZ ROMAO","2T34 5T56","14","60","15","REGULAR","16/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA ANALÍTICA","QUI0173","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 20:40h-22:20h SALA DE AULA - DID 4 - 005<br/>5 - 18:50h-20:30h SALA DE AULA - DID 4 - 005","2019","1","29/04/2019","09/09/2019","IRAMAIA CORREA BELLIN","3N34 5N12","51","60","51","REGULAR","24/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA ANALÍTICA","QUI0173","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 15:00h-16:50h SALA DE AULA - DID 4 - 113<br/>6 - 15:00h-16:50h SALA DE AULA - DID 4 - 005","2019","1","29/04/2019","09/09/2019","HAROLDO SILVEIRA DOREA","46T34","47","60","48","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA ANALITICA AMBIENTAL","QUI0076","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h SALA DE AULA - DID 4 - 004<br/>4 - 09:00h-10:50h SALA DE AULA - DID 3 - 004<br/>6 - 09:00h-10:50h SALA DE AULA - DID 1 - 005","2019","1","29/04/2019","09/09/2019","ELISANGELA DE ANDRADE PASSOS","246M34","19","60","19","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA ANALÍTICA APLICADA","QUI0180","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 15:00h-18:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","LISIANE DOS SANTOS FREITAS","6T3456","13","20","13","REGULAR","23/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA ANALITICA I","QUI0067","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 17:00h-18:50h SALA DE AULA - DID 3 - 105<br/>6 - 17:00h-18:50h SALA DE AULA - DID 3 - 115","2019","1","29/04/2019","09/09/2019","IRAMAIA CORREA BELLIN","46T56","55","65","53","REGULAR","24/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA ANALITICA I","QUI0067","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 17:00h-18:50h SALA DE AULA - DID 3 - 104<br/>5 - 13:00h-14:50h SALA DE AULA - DID 3 - 104","2019","1","29/04/2019","09/09/2019","LISIANE DOS SANTOS FREITAS","3T56 5T12","59","65","56","REGULAR","23/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA DE PETRÓLEO","QUI0075","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 3 - 112<br/>6 - 09:00h-10:50h SALA DE AULA - DID 1 - 010","2019","1","29/04/2019","09/09/2019","ALBERTO WISNIEWSKI JUNIOR","3M56 6M34","16","60","16","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA DO ESTADO SÓLIDO","QUI0150","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-14:50h SALA DE AULA - DID 5 - 108<br/>6 - 13:00h-14:50h SALA DE AULA - DID 1 - 008","2019","1","29/04/2019","09/09/2019","EUNICE FRAGOSO DA SILVA VIEIRA","46T12","7","60","7","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA DOS COMPOSTOS ORGÂNICOS II","QUI0160","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 4 - 007<br/>5 - 18:50h-20:30h SALA DE AULA - DID 4 - 008","2019","1","29/04/2019","09/09/2019","ACACIA MARIA DOS SANTOS MELO","35N12","49","60","49","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA DOS COMPOSTOS ORGÂNICOS II","QUI0160","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h SALA DE AULA - DID 1 - 001<br/>4 - 17:00h-18:50h SALA DE AULA - DID 1 - 003","2019","1","29/04/2019","09/09/2019","ANDRE LUIS BACELAR SILVA BARREIROS","24T56","17","60","17","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","ANNE MICHELLE GARRIDO PEDROSA DE SOUZA","3M34","18","20","20","REGULAR","05/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-10:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","ZAINE TEIXEIRA CAMARGO","5M34","5","20","19","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-10:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","ZAINE TEIXEIRA CAMARGO","6M34","22","20","18","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","RENATO CANHA AMBROSIO","2M34","23","20","19","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 11:00h-12:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","ADRIANO BOF DE OLIVEIRA","6M56","31","20","19","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-10:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","MARIA DE LARA PALMEIRA DE MACEDO ARGUELHO","4M34","9","20","19","REGULAR","16/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-10:50h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","MARCO AURELIO MOSTARDEIRO","2M34","4","20","19","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 08","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-10:50h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","EUNICE FRAGOSO DA SILVA VIEIRA","6M34","37","20","22","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 09","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 11:00h-12:50h DQI - LAB DE QUIMICA INORGÂNICA - 006","2019","1","29/04/2019","09/09/2019","LISIANE DOS SANTOS FREITAS","4M56","10","20","20","REGULAR","19/09/2019","CONSOLIDADA","PRESENCIAL"
"QUIMICA EXPERIMENTAL I","QUI0065","TURMA 10","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 11:00h-12:50h DQI - LAB FISICO-QUIMICA - 008","2019","1","29/04/2019","09/09/2019","IARA DE FATIMA GIMENEZ","4M56","8","20","20","REGULAR","04/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL II","QUI0068","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-12:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","CARLOS ALEXANDRE BORGES GARCIA","2M3456","3","20","3","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL II","QUI0068","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-18:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","CARLOS ALEXANDRE BORGES GARCIA","2T3456","25","20","21","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL II","QUI0068","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-12:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","FLAVIANA CARDOSO DAMASCENO","6M3456","30","20","21","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL II","QUI0068","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 15:00h-18:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","SANDRO NAVICKIENE, ALBERTO WISNIEWSKI JUNIOR","4T3456","5","20","5","REGULAR","06/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL II","QUI0068","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h DQI - LAB QUIMICA ANALIT QUANT EXPER - 012","2019","1","29/04/2019","09/09/2019","MARIA DE LARA PALMEIRA DE MACEDO ARGUELHO","5M3456","6","20","6","REGULAR","16/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL IV","QUI0074","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-12:50h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","SAMISIA MARIA FERNANDES MACHADO","6M3456","11","20","11","REGULAR","10/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL IV","QUI0074","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","SAMISIA MARIA FERNANDES MACHADO","5M3456","21","20","20","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL IV","QUI0074","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 15:00h-18:50h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","MARIZETH LIBORIO BARREIROS","5T3456","11","20","11","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA EXPERIMENTAL IV","QUI0074","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 15:00h-18:50h DQI - LAB QUIMICA ORGÂNICA - 010","2019","1","29/04/2019","09/09/2019","SAMISIA MARIA FERNANDES MACHADO","4T3456","31","20","20","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 3 - 002<br/>5 - 15:00h-16:50h SALA DE AULA - DID 3 - 002","2019","1","29/04/2019","09/09/2019","VIVIANE COSTA FELICISSIMO","35T34","51","65","61","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-10:50h SALA DE AULA - DID 3 - 106<br/>6 - 09:00h-10:50h SALA DE AULA - DID 4 - 003","2019","1","29/04/2019","09/09/2019","GLAUBER SILVA GODOI","46M34","16","65","60","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 3 - 103<br/>4 - 11:00h-12:50h SALA DE AULA - DID 3 - 103","2019","1","29/04/2019","09/09/2019","CINTIA DOS SANTOS OLIVEIRA","24M56","23","65","66","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-08:50h SALA DE AULA - DID 3 - 111<br/>6 - 07:00h-08:50h SALA DE AULA - DID 3 - 103","2019","1","29/04/2019","09/09/2019","RENATO CANHA AMBROSIO","46M12","25","65","53","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 4 - 009<br/>5 - 07:00h-08:50h SALA DE AULA - DID 4 - 003","2019","1","29/04/2019","09/09/2019","ELAINE CRISTINA NOGUEIRA LOPES DE LIMA","35M12","19","65","62","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 06","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 3 - 103<br/>5 - 07:00h-08:50h SALA DE AULA - DID 3 - 103","2019","1","29/04/2019","09/09/2019","RENATO CANHA AMBROSIO","35M12","30","65","61","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 07","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h SALA DE AULA - DID 3 - 020<br/>5 - 09:00h-10:50h SALA DE AULA - DID 3 - 002","2019","1","29/04/2019","09/09/2019","ELAINE CRISTINA NOGUEIRA LOPES DE LIMA","35M34","28","65","56","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 08","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 3 - 111<br/>4 - 11:00h-12:50h SALA DE AULA - DID 3 - 113","2019","1","29/04/2019","09/09/2019","VIVIANE COSTA FELICISSIMO","24M56","24","65","56","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 09","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 4 - 003<br/>4 - 11:00h-12:50h SALA DE AULA - DID 4 - 003","2019","1","29/04/2019","09/09/2019","MARCELO DA ROSA ALEXANDRE","24M56","14","65","59","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 10","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 4 - 009<br/>5 - 18:50h-20:30h SALA DE AULA - DID 4 - 009","2019","1","29/04/2019","09/09/2019","JOSÉ DIÔGO DE LISBOA DUTRA","35N12","86","65","64","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 11","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h SALA DE AULA - DID 3 - 002<br/>6 - 15:00h-16:50h SALA DE AULA - DID 3 - 002","2019","1","29/04/2019","09/09/2019","ELIANA MIDORI SUSSUCHI","26T34","20","65","57","REGULAR","19/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 12","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h AUDITÓRIO DO CCET - 002<br/>4 - 15:00h-16:50h AUDITÓRIO DO CCET - 002","2019","1","29/04/2019","09/09/2019","EUNICE FRAGOSO DA SILVA VIEIRA","24T34","15","65","63","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 13","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50 SALA DE AULA - DID 3 - 113<br />4 - 15:00h-16:50 SALA DE AULA - DID 3 - 113","2019","1","29/04/2019","09/09/2019","ANAÍ LOREIRO DOS SANTOS","24T34","13","65","59","REGULAR","13/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 14","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 3 - 111<br/>5 - 13:00h-14:50h SALA DE AULA - DID 3 - 111","2019","1","29/04/2019","09/09/2019","VIVIANE COSTA FELICISSIMO","35T12","40","65","59","REGULAR","12/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 15","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 3 - 105<br/>5 - 07:00h-08:50h SALA DE AULA - DID 3 - 106","2019","1","29/04/2019","09/09/2019","MARIZETH LIBORIO BARREIROS","35M12","15","65","50","REGULAR","07/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 16","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 1 - 013<br/>4 - 09:00h-10:50h SALA DE AULA - DID 1 - 012","2019","1","29/04/2019","09/09/2019","MARCO AURELIO MOSTARDEIRO","2M12 4M34","14","65","44","REGULAR","18/09/2019","CONSOLIDADA","PRESENCIAL"
"QUÍMICA I","QUI0064","TURMA 17","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-14:50h SALA DE AULA - DID 3 - 104<br/>6 - 15:00h-16:50h SALA DE AULA - DID 3 - 104","2019","1","29/04/2019","09/09/2019","ZAINE TEIXEIRA CAMARGO","4T12 6T34","17","65","56","REGULAR","11/09/2019","CONSOLIDADA","PRESENCIAL"
