componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"LÍNGUA INGLESA II","LETR0432","TURMA 14","NÃO INFORMADO","Nossa Senhora da Glória/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","12",,"12","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LÍNGUA INGLESA II","LETR0432","TURMA 11","NÃO INFORMADO","Nossa Senhora das Dores/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","16",,"16","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LÍNGUA INGLESA II","LETR0432","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","14",,"14","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LÍNGUA INGLESA II","LETR0432","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","8",,"8","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LÍNGUA INGLESA II","LETR0432","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","3",,"3","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LÍNGUA INGLESA II","LETR0432","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1T12","5",,"5","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LINGUA INGLESA VII","LETR0437","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1M45","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LINGUA INGLESA VII","LETR0437","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1M45","1",,"3","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LINGUA INGLESA VII","LETR0437","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1M45","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LINGUA INGLESA VII","LETR0437","TURMA 15A","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","RODRIGO BELFORT GOMES","1M45","2",,"2","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","2",,"2","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","7",,"8","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","2",,"2","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","2",,"2","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","1",,"1","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 11","NÃO INFORMADO","Nossa Senhora das Dores/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","1",,"1","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","3",,"3","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","2",,"2","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","1",,"1","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA I","LETR0447","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","7T34","1",,"1","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"2","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","7",,"6","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"3","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","2",,"2","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"3","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 11","NÃO INFORMADO","Nossa Senhora das Dores/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","1",,"1","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"3","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"3","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA II","LETR0448","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","GISELA REIS DE GOIS","1M23","3",,"2","REGULAR","21/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","3",,"3","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","3",,"3","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 14","NÃO INFORMADO","Nossa Senhora da Glória/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","2",,"2","REGULAR","10/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","4",,"4","REGULAR","10/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INSTRUMENTAÇÃO PARA O ENSINO DE CIÊNCIAS E BIOLOGIA","BIOL0288","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","1T34","1",,"1","REGULAR","10/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"1","REGULAR","10/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23",,,"1","REGULAR","27/08/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"6","REGULAR","10/09/2021","CONSOLIDADA","A DISTÂNCIA"
"ESTÁGIO SUPERVISIONADO EM EDUCAÇÃO AMBIENTAL","BIOL0297","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","SINDIANY SUELEN CADUDA MARTINS","6M23","1",,"2","REGULAR",,"EXCLUIDA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","2",,"2","REGULAR","24/08/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","2",,"2","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","6",,"6","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","2",,"2","REGULAR","24/08/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","1",,"1","REGULAR",,"CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","1",,"1","REGULAR","24/08/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOMETRIA EUCLIDIANA PLANA","MAT0091","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","ALLYSON DOS SANTOS OLIVEIRA","7T34","4",,"5","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","11",,"12","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","18",,"18","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","18",,"18","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","16",,"15","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","13",,"12","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","10",,"10","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 14","NÃO INFORMADO","Nossa Senhora da Glória/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","15",,"15","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 11","NÃO INFORMADO","Nossa Senhora das Dores/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","10",,"11","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","13",,"13","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","22",,"22","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 13","NÃO INFORMADO","Propriá/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","1",,"1","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LEGISLAÇÃO E ENSINO","LETRV0111","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","PAULO SERGIO DA SILVA SANTOS","1T34","9",,"9","REGULAR","06/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 10A","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","6",,"6","REGULAR","07/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","3",,"3","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","1",,"1","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","3",,"3","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","2",,"2","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","1",,"1","REGULAR","07/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA III","LETR0449","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M23","1",,"1","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA IV","LETR0450","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M45","1",,"1","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA IV","LETR0450","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M45","3",,"3","REGULAR","07/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA IV","LETR0450","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M45","3",,"3","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA IV","LETR0450","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M45","1",,"1","REGULAR","07/09/2021","CONSOLIDADA","A DISTÂNCIA"
"LITERATURA DE LÍNGUA INGLESA IV","LETR0450","TURMA 8","NÃO INFORMADO","Porto da Folha/SE","2021","1","19/04/2021","08/09/2021","CAMILA ANDRADE CHAGAS VIEIRA","7M45","1",,"1","REGULAR","07/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","16",,"16","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","10",,"10","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","15",,"14","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 11","NÃO INFORMADO","Nossa Senhora das Dores/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","7",,"8","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 13","NÃO INFORMADO","Propriá/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","8",,"8","REGULAR","12/09/2021","CONSOLIDADA","A DISTÂNCIA"
"INGLÊS INSTRUMENTAL","CINFO0068","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","IZABEL SILVA SOUZA D''''''''AMBROSIO","1M23","20",,"20","REGULAR","09/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","1",,"2","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","7",,"7","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","2",,"2","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 5","NÃO INFORMADO","Japaratuba/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","2",,"2","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","2",,"3","REGULAR","24/08/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 14","NÃO INFORMADO","Nossa Senhora da Glória/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","4",,"4","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 7","NÃO INFORMADO","Poço Verde/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","2",,"2","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 15","NÃO INFORMADO","São Cristóvão/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","1",,"1","REGULAR","24/08/2021","CONSOLIDADA","A DISTÂNCIA"
"TEORIA DA REGIÃO E REGIONALIZAÇÃO","GEO0074","TURMA 9","NÃO INFORMADO","São Domingos/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M23","1",,"1","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOGRAFIA URBANA","GEO0068","TURMA 1","NÃO INFORMADO","Arauá/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M45","6",,"6","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOGRAFIA URBANA","GEO0068","TURMA 3","NÃO INFORMADO","Brejo Grande/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M45","12",,"10","REGULAR","16/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOGRAFIA URBANA","GEO0068","TURMA 10","NÃO INFORMADO","Carira/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M45","1",,"1","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOGRAFIA URBANA","GEO0068","TURMA 4","NÃO INFORMADO","Estância/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M45","1",,"1","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
"GEOGRAFIA URBANA","GEO0068","TURMA 12","NÃO INFORMADO","Lagarto/SE","2021","1","19/04/2021","08/09/2021","ANTONIO CARLOS CAMPOS","7M45","6",,"6","REGULAR","08/09/2021","CONSOLIDADA","A DISTÂNCIA"
