componente_curricular,codigo_componente,codigo_turma,campus_turma,local,ano,periodo,data_inicio,data_fim,docentes,descricao_horario,total_solicitacoes,capacidade_aluno,matriculados,tipo,data_consolidacao,situacao_turma,modalidade_educacao
"TÓPICOS  ESPECIAIS EM  MICROBIOLOGIA E FITOSSANIDADE II","AGRON0251","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-16:50h SALA DE AULA - DID 6 - 107","2022","1","04/07/2022","25/11/2022","REGINA HELENA MARINO","3T1234","9","30","9","REGULAR","22/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ECONÔMICA GERAL E DO BRASIL","HIST0141","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 11:00h-12:50h SALA DE AULA - DID 3 - 111<br/>4 - 11:00h-12:50h SALA DE AULA - DID 3 - 106","2022","1","04/07/2022","25/11/2022","LOURIVAL SANTANA SANTOS","24M56","22","50","51","REGULAR","21/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA E PATRIMÔNIO CULTURAL","HIST0001","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h SALA DE AULA - DID 4 - 010","2022","1","04/07/2022","25/11/2022","JANAINA CARDOSO DE MELLO","3M3456","3","50","47","REGULAR","23/11/2022","CONSOLIDADA","PRESENCIAL"
"TEMAS DE HISTÓRIA DE SERGIPE I","HIST0002","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-12:50h SALA DE AULA - DID 4 - 008","2022","1","04/07/2022","25/11/2022","ANTONIO LINDVALDO SOUSA","4M3456","12","50","49","REGULAR","10/11/2022","CONSOLIDADA","PRESENCIAL"
"INSTITUIÇÕES DO DIREITO","DIRE0064","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 4 - 111<br/>5 - 13:00h-14:50h SALA DE AULA - DID 4 - 111","2022","1","04/07/2022","25/11/2022","ALEXIS MAGNUM AZEVEDO DE JESUS","35T12","37","55","49","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTORIA DO DIREITO E HERMENEUTICA JURIDICA","DIRE0217","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 20:40h-22:20h SALA DE AULA - DID 4 - 008<br/>4 - 20:40h-22:20h SALA DE AULA - DID 5 - 010","2022","1","04/07/2022","25/11/2022","ALEXIS MAGNUM AZEVEDO DE JESUS","24N34","41","50","39","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"TEORIA GERAL DO PROCESSO","DIRE0263","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 20:40h-22:20h SALA DE AULA - DID 5 - 111<br/>5 - 20:40h-22:20h SALA DE AULA - DID 6 - 003","2022","1","04/07/2022","25/11/2022","MARCELO FERNANDEZ CARDILLO DE MORAIS URANI","35N34","23","50","23","REGULAR","24/11/2022","CONSOLIDADA","PRESENCIAL"
"SISTEMA DE GESTÃO E AVALIAÇÃO DE IMPACTOS AMBIENTAIS","ENAMB0039","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h SALA DE AULA - DID 1 - 003<br/>5 - 11:00h-12:50h SALA DE AULA - DID 1 - 001","2022","1","04/07/2022","25/11/2022","ROSEMERI MELO E SOUZA","35M56","40","80","42","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"DESENVOLVIMENTO NEUROPSICOMOTOR E PSICOMOTRICIDADE","FISTR0054","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 11:00h-12:50h DFT - CENTRO ESPECIALIZADO DE REABILITAÇÃO CER IV - 01","2022","1","04/07/2022","25/11/2022","JOSIMARI MELO DE SANTANA","4M56","33","50","33","REGULAR","27/11/2022","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA DERMATOFUNCIONAL","FISTR0071","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h DFT - LABORATÓRIO DE FISIOTERAPIA 03 - CAMPUS SÃO CRISTÓVÃO<br/>3 - 09:00h-12:50h SALA DE AULA - DID 1 - 103","2022","1","04/07/2022","25/11/2022","RUBNEIDE BARRETO SILVA GALLO","3M123456","17","14","14","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"FISIOTERAPIA DERMATOFUNCIONAL","FISTR0071","TURMA 01B","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h Local a definir<br/>5 - 07:00h-08:50h DFT - LABORATÓRIO DE FISIOTERAPIA 03 - CAMPUS SÃO CRISTÓVÃO","2022","1","04/07/2022","25/11/2022","RUBNEIDE BARRETO SILVA GALLO","3M3456 5M12","13","13","12","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"MODELOS DE PROGRAMACAO COMPUTACIONAL APLI ECONOMIA","ECONO0005","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2022","1","04/07/2022","25/11/2022","LUIZ ROGERIO DE CAMARGOS","46T12","30","29","31","REGULAR","29/11/2022","CONSOLIDADA","PRESENCIAL"
"ECONOMETRIA II","ECONO0023","TURMA 03","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 13:00h-14:50h SALA DE AULA - DID 6 - 013<br/>6 - 15:00h-16:50h SALA DE AULA - DID 5 - 003","2022","1","04/07/2022","25/11/2022","HELIANA MARY DA SILVA QUINTINO","4T12 6T34","8","50","8","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"AVALIAÇÃO CINÉTICO-FUNCIONAL","FISTR0052","TURMA 01A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-10:50h DFT - LABORATÓRIO DE FISIOTERAPIA 03 - CAMPUS SÃO CRISTÓVÃO<br/>4 - 07:00h-10:50h Local a definir","2022","1","04/07/2022","25/11/2022","EVALEIDE DINIZ DE OLIVEIRA","3M34 4M1234","17","18","17","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"AVALIAÇÃO CINÉTICO-FUNCIONAL","FISTR0052","TURMA 03A","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 11:00h-12:50h DFT - LABORATÓRIO DE FISIOTERAPIA 03 - CAMPUS SÃO CRISTÓVÃO<br/>4 - 07:00h-10:50h SALA DE AULA - DID 1 - 101","2022","1","04/07/2022","25/11/2022","EVALEIDE DINIZ DE OLIVEIRA","3M56 4M1234","24","18","17","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 04","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 07:00h-08:50h SALA DE AULA - DID 1 - 007<br/>4 - 07:00h-08:50h SALA DE AULA - DID 1 - 105","2022","1","04/07/2022","25/11/2022","SIVANILDO JOSÉ DE ALMEIDA","24M12","23","40","23","REGULAR","27/11/2022","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ECONOMIA","ECONO0042","TURMA 05","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 07:00h-08:50h SALA DE AULA - DID 4 - 111<br/>5 - 07:00h-08:50h SALA DE AULA - DID 4 - 109","2022","1","04/07/2022","25/11/2022","ELTON EDUARDO FREITAS","35M12","50","50","50","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"JORNALISMO SONORO","COMSO0342","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h SALA DE AULA - DID 3 - 016","2022","1","04/07/2022","25/11/2022","LILIANE DO NASCIMENTO SANTOS FEITOZA","3M3456","23","25","21","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"JORNALISMO SONORO","COMSO0342","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 6 - 007","2022","1","04/07/2022","25/11/2022","LILIANE DO NASCIMENTO SANTOS FEITOZA","5M3456","10","25","12","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"EDIÇÃO JORNALÍSTICA","COMSO0340","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h DCOS - LABORATÓRIO DE INFORMÁTICA - LABINFO 003","2022","1","04/07/2022","25/11/2022","SONIA AGUIAR LOPES","5M3456","26","20","20","REGULAR","29/11/2022","CONSOLIDADA","PRESENCIAL"
"EDIÇÃO JORNALÍSTICA","COMSO0340","TURMA 02","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h DCOS - LABORATÓRIO DE INFORMÁTICA - LABINFO 003","2022","1","04/07/2022","25/11/2022","SONIA AGUIAR LOPES","3M3456","15","20","17","REGULAR","29/11/2022","CONSOLIDADA","PRESENCIAL"
"LINGUAGEM HIPERMÍDIA","COMSO0315","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 07:00h-10:50h DCOS - SALA DE AULA - DID 3 - 020","2022","1","04/07/2022","25/11/2022","MAIRA CARNEIRO BITTENCOURT MAIA","4M1234","54","50","60","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"JORNALISMO BRASILEIRO","COMSO0311","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 07:00h-10:50h SALA DE AULA - DID 5 - 005","2022","1","04/07/2022","25/11/2022","CARLOS EDUARDO FRANCISCATO","6M1234","35","50","34","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"GESTÃO DE PESSOAS EM TURISMO","TURIS0047","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h SALA DE AULA - DID 1 - 102<br/>4 - 15:00h-16:50h SALA DE AULA - DID 1 - 102","2022","1","04/07/2022","25/11/2022","TAIS ALEXANDRE ANTUNES PAES, SOFIA ARAUJO DE OLIVEIRA","24T34","36","50","36","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"COMPORTAMENTO DO CONSUMIDOR NO TURISMO","TURIS0036","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 17:00h-18:50h SALA DE AULA - DID 5 - 018<br/>4 - 17:00h-18:50h SALA DE AULA - DID 5 - 112","2022","1","04/07/2022","25/11/2022","TAIS ALEXANDRE ANTUNES PAES, DENIO SANTOS AZEVEDO, JENNIFER CAROLINE SOARES","24T56","12","50","13","REGULAR","05/11/2022","CONSOLIDADA","PRESENCIAL"
"ASPECTOS HISTÓRICOS DE SERGIPE","TURIS0056","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 13:00h-14:50h SALA DE AULA - DID 4 - 112<br/>4 - 13:00h-14:50h SALA DE AULA - DID 4 - 113","2022","1","04/07/2022","25/11/2022","DENIO SANTOS AZEVEDO","24T12","11","50","43","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"COMUNICAÇÃO SOCIAL NO TURISMO","TURIS0064","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h SALA DE AULA - DID 6 - 107<br/>4 - 15:00h-16:50h SALA DE AULA - DID 6 - 110","2022","1","04/07/2022","25/11/2022","DENIO SANTOS AZEVEDO","24T34","14","50","15","REGULAR","03/11/2022","CONSOLIDADA","PRESENCIAL"
"METODOLOGIA DO ESTUDO APLICADA AO TURISMO","TURIS0038","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 6 - 004<br/>5 - 13:00h-14:50h SALA DE AULA - DID 5 - 008","2022","1","04/07/2022","25/11/2022","CRISTIANE ALCANTARA DE JESUS SANTOS CAMPOS","35T12","16","50","44","REGULAR","29/11/2022","CONSOLIDADA","PRESENCIAL"
"GEOGRAFIA DO TURISMO","TURIS0054","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 3 - 116<br/>5 - 15:00h-16:50h SALA DE AULA - DID 4 - 102","2022","1","04/07/2022","25/11/2022","CRISTIANE ALCANTARA DE JESUS SANTOS CAMPOS","35T34","34","50","34","REGULAR","29/11/2022","CONSOLIDADA","PRESENCIAL"
"TEORIA GERAL DO TURISMO I","TURIS0028","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 4 - 007<br/>5 - 15:00h-16:50h SALA DE AULA - DID 4 - 010","2022","1","04/07/2022","25/11/2022","JENNIFER CAROLINE SOARES","35T34","20","50","46","REGULAR","26/11/2022","CONSOLIDADA","PRESENCIAL"
"TRABALHO DE CONCLUSAO DE CURSO I","TURIS0041","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 5 - 005<br/>5 - 13:00h-14:50h SALA DE AULA - DID 5 - 013","2022","1","04/07/2022","25/11/2022","JENNIFER CAROLINE SOARES","35T12","21","50","21","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"SOCIOLOGIA DO TURISMO E LAZER","TURIS0060","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 13:00h-14:50h SALA DE AULA - DID 4 - 012<br/>4 - 13:00h-14:50h SALA DE AULA - DID 3 - 006","2022","1","04/07/2022","25/11/2022","ROSANA EDUARDO DA SILVA LEAL","24T12","32","50","34","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"TURISMO E PATRIMONIO CULTURAL","TURIS0062","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 15:00h-16:50h SALA DE AULA - DID 5 - 111<br/>4 - 15:00h-16:50h SALA DE AULA - DID 6 - 008","2022","1","04/07/2022","25/11/2022","ROSANA EDUARDO DA SILVA LEAL","24T34","22","50","22","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"SISTEMAS DE TRANSPORTES","TURIS0030","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 17:00h-18:50h SALA DE AULA - DID 1 - 107<br/>5 - 17:00h-18:50h SALA DE AULA - DID 1 - 101","2022","1","04/07/2022","25/11/2022","DANIELLA PEREIRA DE SOUZA SILVA","35T56","37","50","38","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"PLANEJAMENTO E ORGANIZAÇÃO DO TURISMO II","TURIS0033","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 6 - 015<br/>5 - 15:00h-16:50h SALA DE AULA - DID 6 - 113","2022","1","04/07/2022","25/11/2022","DANIELLA PEREIRA DE SOUZA SILVA","35T34","10","50","10","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM TURISMO I","TURIS0039","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 6 - 006<br/>5 - 15:00h-16:50h SALA DE AULA - DID 6 - 014","2022","1","04/07/2022","25/11/2022","JOAB ALMEIDA SILVA","35T34","14","50","14","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"ECONOMIA APLICADA AO TURISMO","TURIS0044","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 17:00h-18:50h SALA DE AULA - DID 5 - 013<br/>5 - 17:00h-18:50h SALA DE AULA - DID 5 - 011","2022","1","04/07/2022","25/11/2022","JOAB ALMEIDA SILVA","35T56","17","50","19","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"TURISMO E MEIO AMBIENTE","TURIS0057","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 13:00h-14:50h SALA DE AULA - DID 5 - 012<br/>5 - 13:00h-14:50h SALA DE AULA - DID 5 - 107","2022","1","04/07/2022","25/11/2022","LAURA ALMEIDA DE CALASANS ALVES","35T12","17","50","19","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"PLANEJAMENTO DO ESPAÇO TURÍSTICO","TURIS0059","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 17:00h-18:50h SALA DE AULA - DID 6 - 006<br/>5 - 17:00h-18:50h SALA DE AULA - DID 5 - 111","2022","1","04/07/2022","25/11/2022","LAURA ALMEIDA DE CALASANS ALVES","35T56","8","50","10","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"EMPREENDEDORISMO E TURISMO","TURIS0048","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 15:00h-16:50h SALA DE AULA - DID 3 - 008<br/>5 - 15:00h-16:50h SALA DE AULA - DID 3 - 014","2022","1","04/07/2022","25/11/2022","SOFIA ARAUJO DE OLIVEIRA","35T34","7","50","7","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"TÓPICOS ESPECIAIS EM LAZER E HOSPITALIDADE","TURIS0053","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-20:30h SALA DE AULA - DID 6 - 105<br/>5 - 18:50h-20:30h SALA DE AULA - DID 3 - 007","2022","1","04/07/2022","25/11/2022","SOFIA ARAUJO DE OLIVEIRA","35N12","18","50","18","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"INTRODUÇÃO À HISTÓRIA","HIST0117","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 4 - 002","2022","1","04/07/2022","25/11/2022","AUGUSTO DA SILVA, FRANCISCO JOSE ALVES DOS SANTOS","5M3456","12","50","52","REGULAR","21/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MEDIEVAL I","HIST0007","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-12:50h SALA DE AULA - DID 1 - 104","2022","1","04/07/2022","25/11/2022","BRUNO GONCALVES ALVARO","4M3456","35","50","36","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MEDIEVAL II","HIST0008","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 1 - 114","2022","1","04/07/2022","25/11/2022","BRUNO GONCALVES ALVARO","5M3456","36","50","37","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO BRASIL COLÔNIA","HIST0011","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-12:50h SALA DE AULA - DID 5 - 004","2022","1","04/07/2022","25/11/2022","MARIA IZABEL LADEIRA SILVA","2M3456","41","50","40","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"TEMAS DE HISTÓRIA DE SERGIPE II","HIST0012","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 09:00h-12:50h SALA DE AULA - DID 5 - 004","2022","1","04/07/2022","25/11/2022","ANTONIO LINDVALDO SOUSA","3M3456","45","50","44","REGULAR","03/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA MODERNA II","HIST0100","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 09:00h-12:50h SALA DE AULA - DID 1 - 004","2022","1","04/07/2022","25/11/2022","FABIO MAZA","6M3456","38","50","37","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA CULTURA AFRO-BRASILEIRA","HIST0147","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-12:50h SALA DE AULA - DID 1 - 008","2022","1","04/07/2022","25/11/2022","MARIANA BRACKS FONSECA","4M3456","38","50","37","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DAS AMÉRICAS I","HIST0114","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 5 - 002","2022","1","04/07/2022","25/11/2022","LUIS EDUARDO PINA LIMA","5M3456","44","50","43","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"ECOLOGIA ANIMAL","ECO0026","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 13:00h-16:50h SALA DE AULA - DBI BLOCO A - 009","2022","1","04/07/2022","25/11/2022","ADRIANA BOCCHIGLIERI","5T1234","16","14","14","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO BRASIL REPÚBLICA","HIST0016","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 09:00h-12:50h SALA DE AULA - DID 1 - 107","2022","1","04/07/2022","25/11/2022","CELIA COSTA CARDOSO","5M3456","36","50","37","REGULAR","22/11/2022","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE HISTÓRIA I","HIST0017","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2022","1","04/07/2022","25/11/2022","CLAUDEFRANKLIN MONTEIRO SANTOS","3M123456 6M453","44","50","43","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"FUNDAMENTOS DE ESTÁGIO SUPERVISIONADO I","HIST0018","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 09:00h-12:50h SALA DE AULA - DID 1 - 108","2022","1","04/07/2022","25/11/2022","CLAUDEFRANKLIN MONTEIRO SANTOS","2M3456","36","50","37","REGULAR","24/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA CONTEMPORANEA II","HIST0103","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 09:00h-12:50h SALA DE AULA - DID 3 - 006","2022","1","04/07/2022","25/11/2022","TIAGO GOMES DA SILVA","4M3456","26","50","26","REGULAR","24/11/2022","CONSOLIDADA","PRESENCIAL"
"TEMAS DE HISTÓRIA DO BRASIL CONTEMPORÂNEO","HIST0004","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-20:30h SALA DE AULA - DID 4 - 007<br/>4 - 20:40h-22:20h SALA DE AULA - DID 4 - 007","2022","1","04/07/2022","25/11/2022","CELIA COSTA CARDOSO","2N12 4N34","48","50","48","REGULAR","27/11/2022","CONSOLIDADA","PRESENCIAL"
"TEMAS DE HISTÓRIA ECONÔMICA","HIST0005","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 18:50h-22:20h SALA DE AULA - DID 5 - 007","2022","1","04/07/2022","25/11/2022","MISLENE VIEIRA DOS SANTOS","5N1234","49","50","49","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA ANTIGA I","HIST0006","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 18:50h-22:20h SALA DE AULA - DID 5 - 011","2022","1","04/07/2022","25/11/2022","ALFREDO JULIEN","6N1234","42","50","43","REGULAR","23/11/2022","CONSOLIDADA","PRESENCIAL"
"TEORIAS DA HISTÓRIA I","HIST0009","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h SALA DE AULA - DID 5 - 007","2022","1","04/07/2022","25/11/2022","AUGUSTO DA SILVA","4N1234","49","50","49","REGULAR","26/11/2022","CONSOLIDADA","PRESENCIAL"
"TEORIAS DA HISTÓRIA II","HIST0010","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 18:50h-22:20h SALA DE AULA - DID 1 - 002","2022","1","04/07/2022","25/11/2022","FRANCISCO JOSE ALVES DOS SANTOS","6N1234","34","50","34","REGULAR","22/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DA ÁFRICA I","HIST0145","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 18:50h-22:20h SALA DE AULA - DID 6 - 012","2022","1","04/07/2022","25/11/2022","CARLOS FRANCO LIBERATO DE SOUSA","5N1234","33","50","33","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DO BRASIL IMPÉRIO","HIST0013","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","4 - 18:50h-22:20h SALA DE AULA - DID 4 - 006","2022","1","04/07/2022","25/11/2022","MARIA IZABEL LADEIRA SILVA","4N1234","32","50","34","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"METODOLOGIA DA PESQUISA HISTÓRICA","HIST0014","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","3 - 18:50h-22:20h SALA DE AULA - DID 5 - 004","2022","1","04/07/2022","25/11/2022","PETRONIO JOSE DOMINGUES","3N1234","60","50","54","REGULAR","03/12/2022","CONSOLIDADA","PRESENCIAL"
"DIDÁTICA E METODOLOGIA DO ENSINO DE HISTÓRIA","HIST0015","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 18:50h-22:20h SALA DE AULA - DID 1 - 003","2022","1","04/07/2022","25/11/2022","JANAINA CARDOSO DE MELLO","5N1234","38","50","40","REGULAR","23/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA CONTEMPORANEA I","HIST0102","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","6 - 18:50h-22:20h SALA DE AULA - DID 5 - 012","2022","1","04/07/2022","25/11/2022","FABIO MAZA","6N1234","32","50","36","REGULAR","30/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA DAS AMÉRICAS II","HIST0115","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-22:20h SALA DE AULA - DID 1 - 013","2022","1","04/07/2022","25/11/2022","LUIS EDUARDO PINA LIMA","2N1234","41","50","44","REGULAR","28/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTORIOGRAFIA BRASILEIRA","HIST0019","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","5 - 18:50h-22:20h SALA DE AULA - DID 1 - 104","2022","1","04/07/2022","25/11/2022","PETRONIO JOSE DOMINGUES","5N1234","40","50","42","REGULAR","03/12/2022","CONSOLIDADA","PRESENCIAL"
"ESTÁGIO SUPERVISIONADO EM ENSINO DE HISTÓRIA II","HIST0021","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","LOCAL A DEFINIR","2022","1","04/07/2022","25/11/2022","AARON SENA CERQUEIRA REIS, MARCOS SILVA","7M123456  6N1234","37","50","32","REGULAR","25/11/2022","CONSOLIDADA","PRESENCIAL"
"HISTÓRIA E HISTORIOGRAFIA SERGIPANA","HIST0022","TURMA 01","FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE","2 - 18:50h-20:30h SALA DE AULA - DID 1 - 007","2022","1","04/07/2022","25/11/2022","ANTONIO LINDVALDO SOUSA","2N12","39","50","39","REGULAR","01/11/2022","CONSOLIDADA","PRESENCIAL"
